image_path,split,true_label,resnet_cx,resnet_cy,densenet_cx,densenet_cy,eff_cx,eff_cy,dist_resnet_to_mean,dist_dense_to_mean,dist_eff_to_mean
data\dataset_cls\train\Non_fractured\IMG0002795.jpg,train,Non_fractured,0.863074,0.148972,0.118803,0.870716,0.601767,0.413159,0.469426,0.567338,0.098049
data\dataset_cls\train\Non_fractured\IMG0002797.jpg,train,Non_fractured,0.320578,0.623182,0.022487,0.20649,0.604724,0.337374,0.234213,0.345578,0.293375
data\dataset_cls\train\Non_fractured\IMG0002798.jpg,train,Non_fractured,0.655947,0.560807,0.046076,0.190793,0.694162,0.374959,0.265784,0.458206,0.228768
data\dataset_cls\train\Non_fractured\IMG0002800.jpg,train,Non_fractured,0.107186,0.0,0.5,0.5,0.28898,0.400377,0.356036,0.283659,0.100724
data\dataset_cls\train\Non_fractured\IMG0002802.jpg,train,Non_fractured,0.233869,0.279591,0.132325,0.492466,0.774108,0.435385,0.191012,0.26361,0.395379
data\dataset_cls\train\Non_fractured\IMG0002805.jpg,train,Non_fractured,0.640868,0.747103,1.0,0.065871,0.521696,0.432491,0.341449,0.447126,0.199911
data\dataset_cls\train\Non_fractured\IMG0002806.jpg,train,Non_fractured,0.823629,0.520116,0.056327,0.713677,0.634834,0.57496,0.32928,0.462074,0.132878
data\dataset_cls\train\Non_fractured\IMG0002807.jpg,train,Non_fractured,0.34842,0.114881,0.0,0.883585,0.263098,0.369291,0.37042,0.47376,0.104957
data\dataset_cls\train\Non_fractured\IMG0002808.jpg,train,Non_fractured,0.589735,0.067864,0.171159,0.0,0.62803,0.344762,0.144649,0.322605,0.264921
data\dataset_cls\train\Non_fractured\IMG0002812.jpg,train,Non_fractured,0.687851,0.415496,0.522095,0.90558,0.61762,0.504177,0.208342,0.309662,0.104581
data\dataset_cls\train\Non_fractured\IMG0002813.jpg,train,Non_fractured,0.616073,0.361617,0.350329,0.350329,0.489516,0.411324,0.131392,0.13711,0.03714
data\dataset_cls\train\Non_fractured\IMG0002814.jpg,train,Non_fractured,0.355619,0.642802,0.669718,0.864668,0.346657,0.387513,0.102321,0.315278,0.268062
data\dataset_cls\train\Non_fractured\IMG0002815.jpg,train,Non_fractured,0.898531,0.497317,0.953683,0.72079,0.205684,0.448223,0.220369,0.314662,0.492104
data\dataset_cls\train\Non_fractured\IMG0002817.jpg,train,Non_fractured,0.597546,0.476985,0.0,0.72525,0.41006,0.455231,0.272352,0.377696,0.122325
data\dataset_cls\train\Non_fractured\IMG0002819.jpg,train,Non_fractured,0.590035,0.391752,0.76912,0.166667,0.640558,0.289875,0.133177,0.154903,0.026968
data\dataset_cls\train\Non_fractured\IMG0002820.jpg,train,Non_fractured,0.239561,0.268757,1.0,0.566859,0.594263,0.502472,0.411821,0.407071,0.058951
data\dataset_cls\train\Non_fractured\IMG0002821.jpg,train,Non_fractured,0.434157,0.30125,0.353899,0.620096,0.33455,0.535771,0.193954,0.135915,0.063866
data\dataset_cls\train\Non_fractured\IMG0002822.jpg,train,Non_fractured,0.314139,0.331083,0.220122,0.359134,0.548285,0.310735,0.04678,0.143016,0.188832
data\dataset_cls\train\Non_fractured\IMG0002823.jpg,train,Non_fractured,0.490515,0.413346,0.132509,0.508597,0.614979,0.342669,0.078278,0.293374,0.217141
data\dataset_cls\train\Non_fractured\IMG0002825.jpg,train,Non_fractured,0.19491,0.28221,0.423158,0.330923,0.549098,0.418433,0.203697,0.036472,0.176566
data\dataset_cls\train\Non_fractured\IMG0002826.jpg,train,Non_fractured,0.541667,0.248273,0.747651,0.274158,0.47058,0.319239,0.055355,0.161146,0.12233
data\dataset_cls\train\Non_fractured\IMG0002827.jpg,train,Non_fractured,0.51637,0.344581,0.0,1.0,0.522808,0.398276,0.291142,0.543681,0.253955
data\dataset_cls\train\Non_fractured\IMG0002829.jpg,train,Non_fractured,0.631489,0.525586,0.335919,0.526988,0.442079,0.453542,0.163366,0.136214,0.055875
data\dataset_cls\train\Non_fractured\IMG0002830.jpg,train,Non_fractured,0.702752,0.784397,0.242947,0.712606,0.368654,0.471718,0.294033,0.203147,0.197164
data\dataset_cls\train\Non_fractured\IMG0002835.jpg,train,Non_fractured,0.430463,0.667034,0.352032,0.897697,0.488243,0.520221,0.028785,0.214969,0.186342
data\dataset_cls\train\Non_fractured\IMG0002839.jpg,train,Non_fractured,0.419185,0.404947,0.318366,0.56156,0.556944,0.450288,0.068434,0.144126,0.127356
data\dataset_cls\train\Non_fractured\IMG0002841.jpg,train,Non_fractured,0.767168,0.269374,0.383091,0.897269,0.664202,0.425026,0.307527,0.428535,0.12109
data\dataset_cls\train\Non_fractured\IMG0002842.jpg,train,Non_fractured,0.196866,0.311016,0.5,0.5,0.545543,0.389632,0.234868,0.131641,0.131832
data\dataset_cls\train\Non_fractured\IMG0002843.jpg,train,Non_fractured,0.926012,0.507042,0.011249,0.0,0.550182,0.650484,0.446945,0.619417,0.270169
data\dataset_cls\train\Non_fractured\IMG0002844.jpg,train,Non_fractured,0.641101,0.279237,0.986578,0.736999,0.582525,0.454334,0.231618,0.351193,0.158323
data\dataset_cls\train\Non_fractured\IMG0002845.jpg,train,Non_fractured,0.253776,0.124429,0.187578,0.024152,0.564701,0.351383,0.091857,0.20529,0.294493
data\dataset_cls\train\Non_fractured\IMG0002851.jpg,train,Non_fractured,0.638875,0.60254,0.080498,0.602321,0.549392,0.547812,0.216729,0.342902,0.131608
data\dataset_cls\train\Non_fractured\IMG0002852.jpg,train,Non_fractured,0.105746,0.578662,0.0,0.948725,0.286853,0.51765,0.106035,0.297388,0.226357
data\dataset_cls\train\Non_fractured\IMG0002853.jpg,train,Non_fractured,0.322983,0.277714,0.373796,0.607729,0.160791,0.424248,0.16313,0.192435,0.125671
data\dataset_cls\train\Non_fractured\IMG0002854.jpg,train,Non_fractured,0.453264,0.724908,1.0,0.129647,0.677073,0.568103,0.35891,0.450294,0.099527
data\dataset_cls\train\Non_fractured\IMG0002855.jpg,train,Non_fractured,0.584722,0.326655,0.0,0.120599,0.441405,0.527087,0.242687,0.39835,0.225391
data\dataset_cls\train\Non_fractured\IMG0002856.jpg,train,Non_fractured,0.163394,0.006383,0.5,0.5,0.288916,0.350058,0.318786,0.281688,0.070595
data\dataset_cls\train\Non_fractured\IMG0002857.jpg,train,Non_fractured,0.222242,0.179561,0.5,0.5,0.398836,0.258212,0.20158,0.226,0.059911
data\dataset_cls\train\Non_fractured\IMG0002858.jpg,train,Non_fractured,0.612196,0.942335,0.5,0.5,0.625336,0.523621,0.288909,0.174336,0.139552
data\dataset_cls\train\Non_fractured\IMG0002860.jpg,train,Non_fractured,0.204824,0.332978,0.099563,0.276001,0.560966,0.481823,0.089057,0.208212,0.297054
data\dataset_cls\train\Non_fractured\IMG0002861.jpg,train,Non_fractured,0.241181,0.312473,0.108498,0.252926,0.448461,0.355384,0.025477,0.166546,0.188741
data\dataset_cls\train\Non_fractured\IMG0002862.jpg,train,Non_fractured,0.427937,0.406835,0.0,0.666667,0.619349,0.421371,0.120748,0.387579,0.280987
data\dataset_cls\train\Non_fractured\IMG0002863.jpg,train,Non_fractured,0.730298,0.487171,0.0,0.333333,0.687007,0.534794,0.260282,0.487054,0.230075
data\dataset_cls\train\Non_fractured\IMG0002864.jpg,train,Non_fractured,0.716532,0.201789,0.836359,0.547784,0.580819,0.495003,0.213135,0.182551,0.153075
data\dataset_cls\train\Non_fractured\IMG0002865.jpg,train,Non_fractured,0.470125,0.130171,0.0,0.0,0.11405,0.237398,0.275506,0.230065,0.140374
data\dataset_cls\train\Non_fractured\IMG0002866.jpg,train,Non_fractured,0.131671,0.544014,0.0,0.759799,0.308327,0.348463,0.016442,0.25536,0.258955
data\dataset_cls\train\Non_fractured\IMG0002868.jpg,train,Non_fractured,0.291293,0.655429,0.55477,0.040688,0.339681,0.473311,0.285238,0.38384,0.1003
data\dataset_cls\train\Non_fractured\IMG0002869.jpg,train,Non_fractured,0.814055,0.425479,1.0,0.166667,0.549445,0.40832,0.095654,0.269897,0.249858
data\dataset_cls\train\Non_fractured\IMG0002870.jpg,train,Non_fractured,0.804423,0.454547,0.705985,0.840655,0.565935,0.52438,0.188974,0.234538,0.150564
data\dataset_cls\train\Non_fractured\IMG0002871.jpg,train,Non_fractured,0.920517,1.0,0.256776,0.808413,0.655055,0.473292,0.391488,0.357225,0.290667
data\dataset_cls\train\Non_fractured\IMG0002872.jpg,train,Non_fractured,0.0,0.0,0.5,0.5,0.206826,0.576392,0.42924,0.299735,0.21949
data\dataset_cls\train\Non_fractured\IMG0002873.jpg,train,Non_fractured,0.659071,0.542588,0.66252,0.285469,0.605336,0.317546,0.161592,0.098494,0.074191
data\dataset_cls\train\Non_fractured\IMG0002874.jpg,train,Non_fractured,0.350027,0.177928,0.556014,0.347962,0.589112,0.557479,0.235734,0.059114,0.216304
data\dataset_cls\train\Non_fractured\IMG0002876.jpg,train,Non_fractured,0.171556,0.58495,0.5,0.5,0.386405,0.462593,0.193833,0.148196,0.063049
data\dataset_cls\train\Non_fractured\IMG0002878.jpg,train,Non_fractured,0.631899,0.691874,0.313304,0.562863,0.425274,0.575041,0.193303,0.151041,0.047037
data\dataset_cls\train\Non_fractured\IMG0002879.jpg,train,Non_fractured,0.220205,0.330592,0.63598,0.853361,0.585675,0.323672,0.312062,0.383681,0.207439
data\dataset_cls\train\Non_fractured\IMG0002880.jpg,train,Non_fractured,0.347111,0.533623,0.172957,0.294671,0.21849,0.389801,0.162682,0.133281,0.032102
data\dataset_cls\train\Non_fractured\IMG0002881.jpg,train,Non_fractured,0.489956,0.588574,0.588644,0.822091,0.461238,0.458741,0.041695,0.212752,0.172435
data\dataset_cls\train\Non_fractured\IMG0002883.jpg,train,Non_fractured,0.589217,0.330771,0.5,0.5,0.659345,0.409717,0.082969,0.119782,0.076584
data\dataset_cls\train\Non_fractured\IMG0002884.jpg,train,Non_fractured,0.717101,0.413517,0.136026,0.076717,0.568164,0.396598,0.270398,0.402469,0.138238
data\dataset_cls\train\Non_fractured\IMG0002887.jpg,train,Non_fractured,0.440719,0.44707,0.0,0.545596,0.714515,0.474365,0.069677,0.389213,0.329762
data\dataset_cls\train\Non_fractured\IMG0002888.jpg,train,Non_fractured,0.685826,0.488658,1.0,0.5,0.615793,0.345955,0.092412,0.239233,0.18086
data\dataset_cls\train\Non_fractured\IMG0002889.jpg,train,Non_fractured,0.978928,0.697205,0.833333,0.333333,0.683088,0.45594,0.249678,0.162167,0.153866
data\dataset_cls\train\Non_fractured\IMG0002890.jpg,train,Non_fractured,0.56203,0.085411,0.5,0.5,0.501012,0.35493,0.231695,0.187733,0.046053
data\dataset_cls\train\Non_fractured\IMG0002891.jpg,train,Non_fractured,0.168017,0.239062,0.601088,0.537276,0.501189,0.477913,0.311906,0.213936,0.098111
data\dataset_cls\train\Non_fractured\IMG0002892.jpg,train,Non_fractured,0.212805,0.16821,0.0,0.284052,0.599299,0.434645,0.139962,0.270949,0.356791
data\dataset_cls\train\Non_fractured\IMG0002893.jpg,train,Non_fractured,0.902328,0.696986,0.305088,0.863454,0.691529,0.441433,0.270978,0.382092,0.233323
data\dataset_cls\train\Non_fractured\IMG0002894.jpg,train,Non_fractured,0.703386,0.384271,0.346569,0.434671,0.779812,0.44306,0.1003,0.263725,0.171359
data\dataset_cls\train\Non_fractured\IMG0002895.jpg,train,Non_fractured,0.568143,0.826134,1.0,0.885236,0.420254,0.501933,0.129493,0.368037,0.338299
data\dataset_cls\train\Non_fractured\IMG0002896.jpg,train,Non_fractured,0.465321,0.952685,0.072874,0.465976,0.350285,0.492298,0.358163,0.281249,0.15448
data\dataset_cls\train\Non_fractured\IMG0002897.jpg,train,Non_fractured,0.561351,0.261178,1.0,0.304141,0.575169,0.494098,0.176647,0.291968,0.19657
data\dataset_cls\train\Non_fractured\IMG0002898.jpg,train,Non_fractured,0.525512,0.482507,0.743282,0.608084,0.643665,0.351601,0.111988,0.165564,0.129278
data\dataset_cls\train\Non_fractured\IMG0002899.jpg,train,Non_fractured,0.361607,0.375756,0.489512,0.27283,0.666067,0.542586,0.145687,0.125281,0.216534
data\dataset_cls\train\Non_fractured\IMG0002900.jpg,train,Non_fractured,0.54146,0.665435,0.948603,0.536012,0.643643,0.348706,0.2257,0.238151,0.181098
data\dataset_cls\train\Non_fractured\IMG0002901.jpg,train,Non_fractured,0.149435,0.67662,0.136198,0.334143,0.366239,0.40736,0.214906,0.16055,0.162653
data\dataset_cls\train\Non_fractured\IMG0002902.jpg,train,Non_fractured,0.67753,0.506794,0.009667,0.571022,0.808312,0.394442,0.179745,0.495382,0.324434
data\dataset_cls\train\Non_fractured\IMG0002906.jpg,train,Non_fractured,0.577974,0.438339,0.0,0.5505,0.64264,0.424442,0.17421,0.414548,0.24034
data\dataset_cls\train\Non_fractured\IMG0002907.jpg,train,Non_fractured,0.371269,0.185479,0.218051,0.293726,0.527406,0.543566,0.155448,0.161253,0.255225
data\dataset_cls\train\Non_fractured\IMG0002910.jpg,train,Non_fractured,0.950981,0.585064,0.553659,0.374554,0.338455,0.36609,0.365794,0.09067,0.286136
data\dataset_cls\train\Non_fractured\IMG0002911.jpg,train,Non_fractured,0.776618,0.477746,0.209139,0.370504,0.65427,0.380543,0.239829,0.339793,0.111448
data\dataset_cls\train\Non_fractured\IMG0002913.jpg,train,Non_fractured,0.601803,0.402077,0.818786,0.927366,0.531702,0.525952,0.221858,0.351641,0.15078
data\dataset_cls\train\Non_fractured\IMG0002914.jpg,train,Non_fractured,0.883012,0.615842,0.260697,0.647471,0.716031,0.308692,0.278667,0.379843,0.23579
data\dataset_cls\train\Non_fractured\IMG0002915.jpg,train,Non_fractured,0.968652,0.630168,0.5,0.5,0.610242,0.435776,0.296155,0.194213,0.119476
data\dataset_cls\train\Non_fractured\IMG0002916.jpg,train,Non_fractured,0.623944,0.681153,0.5,0.5,0.598228,0.29345,0.196071,0.07454,0.199554
data\dataset_cls\train\Non_fractured\IMG0002917.jpg,train,Non_fractured,0.151136,0.598975,0.5,0.5,0.256349,0.532317,0.161114,0.202296,0.047544
data\dataset_cls\train\Non_fractured\IMG0002918.jpg,train,Non_fractured,0.836154,0.559542,0.51012,0.919837,0.425475,0.620813,0.282934,0.23404,0.183143
data\dataset_cls\train\Non_fractured\IMG0002921.jpg,train,Non_fractured,0.996693,0.855998,0.638374,0.301355,0.338725,0.495585,0.455847,0.25039,0.323977
data\dataset_cls\train\Non_fractured\IMG0002922.jpg,train,Non_fractured,0.496919,0.386963,0.708761,0.31641,0.312546,0.48852,0.013807,0.21823,0.213951
data\dataset_cls\train\Non_fractured\IMG0002924.jpg,train,Non_fractured,0.244657,0.347273,0.54456,0.639286,0.562872,0.395622,0.23521,0.201726,0.1297
data\dataset_cls\train\Non_fractured\IMG0002925.jpg,train,Non_fractured,0.246927,0.677917,0.5,0.5,0.278854,0.509584,0.149486,0.169981,0.08233
data\dataset_cls\train\Non_fractured\IMG0002927.jpg,train,Non_fractured,0.788747,0.694789,0.014928,0.873834,0.370639,0.338326,0.401686,0.445524,0.29805
data\dataset_cls\train\Non_fractured\IMG0002928.jpg,train,Non_fractured,0.582405,0.672462,0.219766,0.477379,0.654165,0.466128,0.165242,0.272654,0.183648
data\dataset_cls\train\Non_fractured\IMG0002929.jpg,train,Non_fractured,0.871177,0.379706,0.568123,0.21707,0.515454,0.679339,0.22429,0.2244,0.288151
data\dataset_cls\train\Non_fractured\IMG0002930.jpg,train,Non_fractured,0.342394,0.752877,0.771043,0.561694,0.429044,0.37068,0.256969,0.256883,0.209172
data\dataset_cls\train\Non_fractured\IMG0002931.jpg,train,Non_fractured,0.459232,0.063272,0.345265,0.388174,0.583989,0.398717,0.220145,0.157485,0.167275
data\dataset_cls\train\Non_fractured\IMG0002932.jpg,train,Non_fractured,0.376015,0.404126,0.616489,0.892164,0.33868,0.325175,0.152249,0.391819,0.239572
data\dataset_cls\train\Non_fractured\IMG0002936.jpg,train,Non_fractured,0.786046,0.489018,0.142098,0.522478,0.691961,0.242969,0.256014,0.411385,0.231887
data\dataset_cls\train\Non_fractured\IMG0002937.jpg,train,Non_fractured,0.432513,0.448929,0.646573,0.737887,0.692644,0.408462,0.178452,0.213598,0.160063
data\dataset_cls\train\Non_fractured\IMG0002938.jpg,train,Non_fractured,0.430672,0.317268,0.865625,0.889666,0.554904,0.571569,0.332686,0.387156,0.0657
data\dataset_cls\train\Non_fractured\IMG0002939.jpg,train,Non_fractured,0.406988,0.388293,0.505335,0.770533,0.594004,0.56049,0.207855,0.197454,0.092757
data\dataset_cls\train\Non_fractured\IMG0002941.jpg,train,Non_fractured,0.625636,0.654838,0.143559,0.201446,0.372732,0.294006,0.365628,0.298876,0.089773
data\dataset_cls\train\Non_fractured\IMG0002943.jpg,train,Non_fractured,0.447448,0.29075,0.675814,0.394996,0.499761,0.375793,0.112847,0.140947,0.046722
data\dataset_cls\train\Non_fractured\IMG0002947.jpg,train,Non_fractured,0.592586,0.182947,0.465626,0.137978,0.505292,0.128919,0.078673,0.056817,0.026349
data\dataset_cls\train\Non_fractured\IMG0002948.jpg,train,Non_fractured,0.588353,0.174802,0.0,1.0,0.505876,0.215757,0.365184,0.648729,0.28514
data\dataset_cls\train\Non_fractured\IMG0002949.jpg,train,Non_fractured,0.677916,0.533953,0.249876,0.941284,0.658182,0.387737,0.172782,0.424625,0.266803
data\dataset_cls\train\Non_fractured\IMG0002950.jpg,train,Non_fractured,0.672097,0.379238,0.246096,0.560166,0.656995,0.40282,0.162069,0.300893,0.139263
data\dataset_cls\train\Non_fractured\IMG0002951.jpg,train,Non_fractured,0.245422,0.366018,0.418472,0.852436,0.509638,0.362424,0.217133,0.326619,0.202743
data\dataset_cls\train\Non_fractured\IMG0002952.jpg,train,Non_fractured,0.237443,0.250576,0.438128,0.452651,0.444954,0.430061,0.186253,0.098914,0.088541
data\dataset_cls\train\Non_fractured\IMG0002953.jpg,train,Non_fractured,0.774688,0.363606,0.53891,0.81135,0.476377,0.521325,0.269121,0.252612,0.128111
data\dataset_cls\train\Non_fractured\IMG0002954.jpg,train,Non_fractured,0.90221,0.292291,0.882282,0.593581,0.736063,0.401365,0.150193,0.169803,0.107747
data\dataset_cls\train\Non_fractured\IMG0002955.jpg,train,Non_fractured,0.491921,0.273322,0.5,0.5,0.651516,0.446019,0.144382,0.105063,0.110998
data\dataset_cls\train\Non_fractured\IMG0002956.jpg,train,Non_fractured,0.744047,0.285499,0.5,0.5,0.730128,0.3277,0.121309,0.203976,0.084111
data\dataset_cls\train\Non_fractured\IMG0002957.jpg,train,Non_fractured,0.689386,0.418348,0.479141,0.085086,0.68066,0.375605,0.14504,0.249144,0.104648
data\dataset_cls\train\Non_fractured\IMG0002958.jpg,train,Non_fractured,0.61913,0.277514,0.401979,0.105221,0.278622,0.382942,0.187218,0.153228,0.200548
data\dataset_cls\train\Non_fractured\IMG0002959.jpg,train,Non_fractured,0.666539,0.371846,0.0,0.333333,0.407564,0.434121,0.308606,0.361033,0.073536
data\dataset_cls\train\Non_fractured\IMG0002960.jpg,train,Non_fractured,0.233493,0.270709,0.0,0.634679,0.394076,0.268043,0.122862,0.321045,0.222119
data\dataset_cls\train\Non_fractured\IMG0002963.jpg,train,Non_fractured,0.149697,0.249089,0.12612,0.242652,0.511892,0.536286,0.146624,0.169184,0.315668
data\dataset_cls\train\Non_fractured\IMG0002964.jpg,train,Non_fractured,0.155697,0.352578,0.333333,0.344767,0.479304,0.258154,0.170521,0.028309,0.167756
data\dataset_cls\train\Non_fractured\IMG0002966.jpg,train,Non_fractured,0.298761,0.507916,0.548121,0.867285,0.564843,0.390392,0.189786,0.289339,0.219421
data\dataset_cls\train\Non_fractured\IMG0002967.jpg,train,Non_fractured,0.515373,0.555022,0.090047,0.160295,0.369325,0.448058,0.253457,0.326983,0.074862
data\dataset_cls\train\Non_fractured\IMG0002968.jpg,train,Non_fractured,0.659901,0.505833,0.87294,0.335974,0.608834,0.522221,0.074378,0.198461,0.124898
data\dataset_cls\train\Non_fractured\IMG0002969.jpg,train,Non_fractured,0.679673,0.28015,0.36988,0.430956,0.649115,0.63225,0.202417,0.197063,0.202233
data\dataset_cls\train\Non_fractured\IMG0002973.jpg,train,Non_fractured,0.686962,0.795746,0.081365,0.779808,0.410083,0.514003,0.310444,0.322383,0.183332
data\dataset_cls\train\Non_fractured\IMG0002974.jpg,train,Non_fractured,0.247033,0.369399,0.93742,0.957432,0.208954,0.324108,0.282857,0.624042,0.341257
data\dataset_cls\train\Non_fractured\IMG0002975.jpg,train,Non_fractured,0.293275,0.777551,0.5,0.5,0.396246,0.68052,0.162009,0.184459,0.027831
data\dataset_cls\train\Non_fractured\IMG0002976.jpg,train,Non_fractured,0.75185,0.307954,1.0,0.0,0.363524,0.361567,0.096803,0.369808,0.36857
data\dataset_cls\train\Non_fractured\IMG0002977.jpg,train,Non_fractured,0.558887,0.886073,0.0,0.991696,0.412621,0.709973,0.236222,0.348627,0.176556
data\dataset_cls\train\Non_fractured\IMG0002978.jpg,train,Non_fractured,0.956933,0.58736,0.111188,0.718615,0.611423,0.59042,0.399601,0.456919,0.066331
data\dataset_cls\train\Non_fractured\IMG0002981.jpg,train,Non_fractured,0.354886,0.259303,1.0,1.0,0.3127,0.506344,0.385739,0.605434,0.256682
data\dataset_cls\train\Non_fractured\IMG0002982.jpg,train,Non_fractured,0.569657,0.225007,0.014922,0.901453,0.371966,0.517349,0.408887,0.466203,0.061295
data\dataset_cls\train\Non_fractured\IMG0002983.jpg,train,Non_fractured,0.378731,0.770884,0.792718,0.62966,0.506006,0.354141,0.259121,0.237817,0.236795
data\dataset_cls\train\Non_fractured\IMG0002984.jpg,train,Non_fractured,0.023951,0.043951,1.0,0.5,0.496373,0.399451,0.553442,0.526966,0.085618
data\dataset_cls\train\Non_fractured\IMG0002985.jpg,train,Non_fractured,0.777699,0.162294,0.357542,0.264391,0.447793,0.330383,0.265747,0.170561,0.111669
data\dataset_cls\train\Non_fractured\IMG0002986.jpg,train,Non_fractured,0.697542,0.044014,1.0,0.099557,0.711904,0.295825,0.147136,0.202363,0.175026
